Feature ID	Taxon	Confidence
8288851f251eebdef1f667427dc6ae0e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Aquaspirillaceae; g__Microvirgula; s__Microvirgula_aerodenitrificans	0.9393427026012547
d007cee006889a1090c2d5bfb35a1953	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Aquitalea	0.9971692859598884
6c0c84518abe719cc7c4af67f51b577e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.9999983766417376
f36c50279a8fa1c121cb9dda1ab1cb42	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999994516935465
1b98b00b0fc819488d76aa0c09d57bcc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Elizabethkingia	0.999992234750797
e7d096a6bfbb6955dbaf1de2f5eddad3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Taibaiella; s__Taibaiella_sp.	0.9705617231172563
0e4b96294f2a2985a5d7fd8c87f7ce6d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	0.9949806818505409
73cfe74d48aaf90c86c2a6d95d217941	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Nubsella_sp.	0.8333454089450525
d32e579b3ae7b2aae8d5bf9f027c29af	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia	0.852305799051661
5cc6f7f912a49681fc2d42700dc8d522	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Telmatospirillum; s__uncultured_bacterium	0.9980784338344304
3d5baff45729bf2214074c2e9f77ad10	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9999999644856042
10b890326e2b0b15509aefb95d0d6b79	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	0.9999999999503606
38c27ceaed634984c1225a82648cf571	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9990313756117073
dcba105f35d8ebc9e22269c7491ad3a7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.9999706016845082
5b6f8fbabd1b7998dbb4a567c9f07876	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Nubsella	0.9633364187413793
fc6622c636a5210293fb2873fc4761d9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.9814238569353041
945184b6386c192c0066e0a98a154780	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9228592829498434
c0f775fff77049501c4f8b4f5460097c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus	0.9999965494028851
16da9716b4d7c3c9c904f3f799d67dfe	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas	0.9371994027352002
1253c7a4636562f33ebc360882fa65da	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga	0.9999316372492775
6c4e4105adadb51f8c5c8efc404d496c	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Caproiciproducens	0.9429441048323293
2743823e7602e70cfa467627e69d2774	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.9971083331520426
11397adbcc3ae7ea2d586775e298a19d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9778043600454405
17f5a48986ee11c3fc2b99d8e5ff4b1c	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.9999629679053831
af8f9ee478a3fbcbfb72e546fdf9b4df	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	0.7655898719740761
7ead17a076e7b7b419bf50abe7eee3f4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea	0.99999911463366
912f795ef3617aeb65ff9ad69b9567a8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.9999890214173167
20b3df08cd5fac2be26a2928155bab69	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter	0.8049292724019667
c66ea3d804ab0d5346b5d0a31b4562ae	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.9999850882584174
f0613d40b7c48dc84869fcdb278cb465	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__uncultured_bacterium	0.7521815262922165
2bc3896e4a9af5735c2d513100e09a26	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Pseudoflavitalea; s__Chitinophagaceae_bacterium	0.9999994054567543
24051ef88d0304b64d9d8f9b863126e6	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Shinella	0.7631194697822219
